firm_id,year,leverage,current_ratio,quick_ratio,roa,roe,gross_margin,interest_coverage,asset_turnover,cash_ratio,revenue_growth,stock_volatility,ln_market_cap,momentum_12m,turnover_rate,esg_score,env_score,soc_score,gov_score,credit_risk_score
498,2021,0.6922,1.9407,1.4641,-0.0027,0.0386,0.435,5.2412,0.3867,0.641,0.0278,0.4202,22.9986,0.1821,1.4364,51.9655,48.067,48.2827,49.6649,63.9084
498,2022,0.7393,1.2876,0.8763,0.0084,-0.011,0.3342,3.0645,0.7511,0.2653,0.1175,0.3504,20.6076,0.1137,5.2207,31.7959,32.5146,33.2736,31.9072,66.3145
498,2023,0.54,1.5709,0.9985,0.094,0.1801,0.4408,3.2937,0.6514,0.4136,0.0625,0.3958,22.7905,0.259,3.3571,53.1783,65.8356,50.1919,42.9638,41.6566
499,2020,0.5764,0.4161,0.2485,0.0181,0.0357,0.2806,1.7913,0.473,0.0901,0.3643,0.4529,20.014,-0.5541,1.7996,41.5259,38.5179,36.4456,39.175,64.0106
499,2021,0.3796,1.6696,1.2115,-0.0046,0.0224,0.1497,2.8115,0.5984,0.697,-0.072,0.5394,20.0036,-0.5389,4.0647,25.5694,27.1779,24.4383,27.2714,59.8304
499,2022,0.627,0.575,0.3739,0.0014,0.0015,0.02,0.9988,0.3498,0.1763,-0.0905,0.4363,20.1224,-0.1669,8.3375,32.6831,30.1671,39.2362,31.15,59.44
499,2023,0.4816,0.6439,0.4832,-0.0256,-0.0787,0.0575,0.3128,0.4078,0.1521,-0.0112,0.5331,20.9006,-0.1784,2.438,33.1297,37.302,40.436,26.368,56.5899
500,2020,0.7294,1.1393,0.7227,0.024,0.0836,0.2811,4.1653,0.3263,0.4317,-0.0242,0.522,20.9893,0.1051,3.5794,42.5103,,41.6804,34.5336,67.7249
500,2021,0.3257,1.3928,0.7663,0.0523,0.0536,0.2004,2.3063,0.5817,0.3777,0.0662,0.5631,21.5747,-0.0577,2.1904,17.9378,23.2224,16.0771,12.4667,47.7509
500,2022,0.6241,0.3631,0.2832,-0.0245,-0.093,0.1388,1.2783,0.5808,0.0842,0.1978,0.4623,20.2637,0.0299,2.8368,15.0767,14.0688,16.3199,18.9452,72.4405
500,2023,0.4074,0.9438,0.5648,-0.0135,0.0172,0.02,0.6188,0.3702,0.2992,0.0473,0.4806,20.4839,-0.3561,1.2794,45.4187,46.574,38.9641,41.5082,58.0291
501,2020,0.3767,2.3828,1.491,0.0951,0.1456,0.3389,5.5922,0.6495,0.6637,0.1732,0.3747,23.6144,0.1434,2.7176,58.8226,67.4393,55.477,57.3441,37.0495
501,2021,0.4294,2.0987,1.3025,0.1208,0.2152,0.272,5.3034,0.8377,0.5081,0.1281,0.4544,24.2264,-0.1423,2.7782,77.3611,86.4348,65.5869,75.5317,27.4687
501,2022,0.5026,2.3422,1.5287,0.0884,0.1759,0.2817,3.4521,0.3634,0.4872,0.056,0.2346,23.4139,0.2537,6.6825,59.3735,59.4499,59.5127,59.0262,32.6344
501,2023,0.3566,2.3983,1.6683,0.1179,0.1782,0.4278,6.8948,0.4817,0.5793,0.1686,0.2758,24.4106,-0.3055,1.1079,72.113,69.0086,71.3933,68.7273,22.1707
502,2020,0.474,2.5648,2.0358,0.0764,0.1285,0.2498,4.9672,0.674,0.6281,0.1438,0.5819,24.0615,0.237,2.3621,73.4713,78.2544,70.7431,75.6204,37.2158
502,2021,0.3263,1.8033,1.3436,0.0676,0.0941,0.2273,3.7845,0.5474,0.7137,0.3225,0.3669,21.916,-0.2672,5.1761,57.0358,,50.2178,62.1504,34.0543
502,2022,0.4461,2.077,1.2333,0.0742,0.1406,0.3266,7.7094,0.317,0.4262,-0.0628,0.2389,21.8358,0.0019,2.4088,41.7223,36.7716,36.0424,37.7066,35.5043
502,2023,0.5301,2.21,1.3373,0.0787,0.1959,0.4003,6.4978,0.4601,0.5543,0.3836,0.3316,23.7596,0.3406,2.4951,50.1078,49.3702,58.4071,,35.0531
503,2020,0.5215,1.3224,1.0633,0.0793,0.1846,0.2202,2.1534,0.454,0.6261,0.03,0.2221,21.3293,0.0691,1.7921,39.9359,36.0419,50.6843,39.7631,40.2116
503,2021,0.4483,1.9173,1.1982,0.0225,0.0164,0.3561,1.4437,0.5126,0.7166,0.0508,0.4952,21.511,-0.4509,1.7052,46.9395,38.7013,41.2163,48.175,53.1495
503,2022,0.4869,0.7232,0.4452,-0.0007,0.0184,0.1039,1.5176,0.5215,0.2346,-0.1727,0.5458,21.7829,-0.2157,1.091,27.0695,30.8726,,17.9333,54.725
503,2023,0.6104,1.1327,0.6242,0.0467,0.1293,0.1255,2.4977,1.0268,0.3306,0.1575,0.3707,20.9636,-0.3631,1.9846,41.3912,44.1866,39.022,,52.5544
504,2020,0.4091,0.6626,0.5183,0.0248,0.0294,0.0573,2.2451,0.5049,0.301,-0.1771,0.4665,19.519,-0.5084,1.6575,57.1181,56.8143,64.0123,53.4112,46.4713
504,2021,0.4244,1.0503,0.8103,0.0196,0.0377,0.0503,0.8732,0.276,0.4286,0.0662,0.5749,22.0574,-0.0502,2.8835,39.943,37.0255,35.6173,37.1158,50.2745
504,2022,0.6518,0.8782,0.5746,0.0048,0.0252,0.2073,3.1434,0.5692,0.2343,0.0266,0.383,20.5158,0.0253,1.8334,48.9788,48.8428,52.7285,55.1212,62.0238
504,2023,0.4953,1.5664,0.865,-0.0511,-0.1004,0.1067,2.2206,1.1042,0.2345,-0.0639,0.3996,20.2878,0.0237,2.1387,30.9849,33.2546,30.0921,22.4117,57.4435
505,2020,0.4391,0.8609,0.6764,-0.1188,-0.2022,0.02,0.161,0.5133,0.2184,-0.4401,0.5501,18.4894,-0.0367,2.1682,12.1021,8.1037,21.4657,,75.756
505,2021,0.7867,0.3521,0.2042,0.0027,-0.0046,0.1799,1.0085,0.4606,0.0828,0.3346,0.4941,19.1377,-0.1678,2.6536,8.1611,,11.4142,10.3339,90.7046
505,2022,0.4988,0.3,0.2064,-0.0377,-0.0354,0.1944,1.3861,0.4858,0.0708,-0.2695,0.5563,18.0321,-0.274,2.087,5.174,5.0,12.8263,5.0,68.6799
505,2023,0.5721,0.4276,0.343,-0.0297,-0.1079,0.2512,1.3493,0.6933,0.1253,0.0057,0.4423,20.4927,-0.4157,1.5986,11.5238,14.866,7.3462,12.4929,67.8665
506,2020,0.4144,1.7422,1.0859,0.0434,0.0856,0.3213,1.9703,0.4849,0.2939,-0.0888,0.4746,21.0549,-0.1199,2.8374,38.0604,38.1599,36.0962,43.7263,56.1637
506,2021,0.4562,1.9206,1.2751,0.0804,0.1551,0.1599,2.433,0.2993,0.5652,0.2312,0.4455,22.5516,-0.3402,4.6355,38.9841,34.9051,45.3629,42.0164,38.5377
506,2022,0.3399,1.7397,1.3017,0.0849,0.1415,0.3007,3.919,0.4195,0.4856,0.0076,0.468,22.089,-0.1679,2.8986,43.4643,40.7138,49.0229,46.7507,38.47
506,2023,0.5717,1.9944,1.4997,0.0595,0.1247,0.3007,4.5801,0.5348,0.5108,-0.0794,0.46,21.1373,0.0338,2.0039,36.8371,38.722,36.6314,40.3301,51.4978
507,2020,0.3291,2.2415,1.544,0.086,0.1516,0.35,4.8469,0.6799,0.7158,0.2999,0.3238,24.6392,0.2009,2.556,87.5448,85.7589,96.5102,86.9765,23.4443
507,2021,0.4354,2.3734,1.6142,0.0935,0.1635,0.4135,8.3639,0.4347,0.5599,-0.0303,0.1856,23.0119,1.0061,0.975,78.4043,,87.3299,72.917,22.3588
507,2022,0.2012,2.824,1.9086,0.0582,0.0491,0.3087,40.2985,0.4875,0.7953,0.1469,0.3181,25.5124,-0.0603,2.5353,77.3144,81.6115,78.3494,75.7639,8.2781
507,2023,0.5557,3.143,2.187,0.1498,0.3153,0.3665,15.6412,0.5588,0.7353,0.3473,0.2505,25.5102,0.2475,2.2251,72.3452,72.5731,77.0844,83.2849,17.6891
508,2020,0.191,2.2212,1.4527,0.084,0.1063,0.323,10.0912,0.4021,0.7092,0.3607,0.3972,23.3686,-0.2907,1.7045,44.3541,43.5093,47.6068,42.6239,20.846
508,2021,0.2186,1.4849,0.931,0.0934,0.0876,0.4368,27.1787,0.529,0.511,-0.0721,0.4828,21.4553,-0.0132,1.8663,52.7175,65.4726,38.2532,48.0781,30.5713
508,2022,0.6502,2.079,1.3406,0.0791,0.2622,0.4067,3.4409,0.6616,0.3735,-0.007,0.3393,23.9376,0.0002,2.2142,53.5895,52.5426,61.9793,49.0384,45.0714
508,2023,0.5033,2.5161,1.7445,0.0445,0.1107,0.3464,1.9177,0.3414,0.9367,0.1503,0.5211,23.3094,0.2723,4.4648,41.553,50.5455,,37.3456,44.146
509,2020,0.529,1.4325,0.9521,0.0108,0.0594,0.2584,2.3456,0.6204,0.5218,-0.3084,0.5644,22.8677,-0.1085,4.6928,,44.8424,55.3654,51.0464,58.1364
509,2021,0.5395,1.1663,0.8464,0.0035,0.042,0.2453,5.3677,0.3548,0.4974,0.2965,0.5081,21.844,-0.0425,1.709,38.629,41.2544,33.1649,48.5301,51.8815
509,2022,0.5373,1.9757,1.4607,0.0336,0.0655,0.1388,6.9212,0.3577,0.7884,-0.1108,0.3524,23.0719,-0.075,2.098,30.4074,31.9812,34.5451,27.1223,44.53
509,2023,0.5008,2.4655,2.0928,0.0097,0.0021,0.1949,12.9943,0.421,0.9278,-0.0086,0.255,21.1059,-0.3161,2.1249,64.2889,72.3152,61.4412,58.8283,38.4227
510,2020,0.3025,2.4264,1.7823,0.1087,0.1022,0.2261,4.3106,0.9476,0.4894,0.1453,0.488,23.4734,-0.0837,4.0746,,65.671,67.1818,60.7077,24.9432
510,2021,0.5323,1.1723,0.9031,0.018,0.0303,0.3518,6.0091,0.2764,0.2493,0.1093,0.4089,22.3241,-0.0134,2.9234,50.4179,44.9693,45.2822,56.9671,47.1172
510,2022,0.496,2.246,1.3013,0.059,0.1524,0.3983,3.3372,0.4559,0.4149,-0.0602,0.3272,21.9097,0.1216,2.8474,37.1701,34.2621,37.4297,38.493,46.3429
510,2023,0.6183,1.8466,1.4369,-0.0044,-0.0281,0.3608,0.9423,0.543,0.5841,0.4043,0.4994,21.9192,0.2129,3.5542,36.3718,,37.8823,34.4869,57.194
511,2020,0.7624,0.6279,0.4412,0.0124,0.0478,0.3172,1.7932,0.8754,0.2579,-0.4527,0.4203,20.9816,-0.1194,2.0174,44.7612,35.993,58.2143,48.6153,68.2982
511,2021,0.5882,1.6735,1.3555,-0.0027,-0.0176,0.2071,0.8303,1.1962,0.4221,-0.2013,0.4654,20.0945,-0.14,5.376,33.4561,37.2681,27.436,25.7757,63.5553
511,2022,0.4015,1.478,1.2434,-0.0213,-0.028,0.0989,2.1385,0.4636,0.5453,-0.1272,0.5546,20.7639,-0.5283,2.7159,,33.3524,32.6995,41.5528,58.2208
511,2023,0.7913,1.362,0.8432,-0.0384,-0.1584,0.1831,0.471,0.681,0.5054,-0.1833,0.4233,19.0206,0.0371,1.7719,22.1253,,9.3445,25.3978,90.6452
512,2020,0.3094,1.5851,1.3134,0.0492,0.0404,0.2216,2.5214,0.5284,0.3347,0.3064,0.4044,20.9488,-0.113,2.4234,,47.8066,46.5328,37.1439,33.5301
512,2021,0.5146,1.7787,1.3367,0.0183,0.0108,0.322,3.6273,0.5271,0.3562,-0.2357,0.5243,23.2192,0.2092,5.0327,54.2244,53.7505,52.6818,53.8481,51.443
512,2022,0.4049,1.5545,1.1996,0.0467,0.1083,0.2574,5.0572,0.6122,0.4132,0.3701,0.4271,23.4373,0.3947,2.1977,58.2078,59.2816,56.8927,49.9844,35.5395
512,2023,0.4211,1.7983,1.2439,0.0902,0.1704,0.2486,2.8458,0.2911,0.409,0.0074,0.5424,21.164,-0.0331,4.3701,39.8705,48.9699,37.2927,29.7753,47.8118
513,2020,0.5381,2.3412,1.5368,0.0558,0.1156,0.3518,12.3521,0.5384,0.6524,-0.1556,0.5013,22.7031,-0.1909,1.9884,51.6404,51.7579,57.13,44.6893,42.0632
513,2021,0.4327,1.4953,1.1813,0.0855,0.1849,0.2542,14.1585,0.6572,0.4692,-0.2573,0.3798,24.2146,0.1112,1.8537,50.9347,51.0516,38.6395,56.4063,34.2396
513,2022,0.5298,1.0913,0.6074,0.0245,0.0249,0.3559,2.1826,0.3891,0.2759,0.0304,0.2439,22.5958,0.1198,3.7803,48.8176,62.905,53.9929,38.751,50.4355
513,2023,0.3722,2.1346,1.5202,0.0074,0.0304,0.1352,7.6195,0.659,0.4583,-0.0698,0.355,22.1017,-0.0665,1.756,25.7068,33.681,32.7279,19.3143,41.2211
514,2020,0.4094,1.9331,1.106,0.0533,0.0889,0.3226,12.2712,0.2749,0.542,0.1376,0.4661,23.706,-0.067,4.1012,49.2487,48.6335,52.1101,45.8606,44.5787
514,2021,0.37,2.2643,1.4183,0.1101,0.1869,0.2551,2.8823,0.5697,0.4612,-0.0178,0.3127,21.5479,0.1642,3.2408,38.2852,37.8257,38.2056,39.9421,35.4609
514,2022,0.4297,1.4738,1.1312,0.0336,0.0112,0.3498,3.6005,0.9388,0.4618,0.2474,0.3985,22.4234,0.167,1.7563,53.6732,50.8007,51.1831,60.4677,49.4526
514,2023,0.4503,1.7416,1.3522,0.048,0.0821,0.1432,3.1225,0.5029,0.3538,0.0413,0.4602,22.1977,-0.0575,2.6229,63.279,61.9896,61.2301,59.2492,54.1582
515,2020,0.6375,2.1116,1.7246,0.0463,0.1424,0.1858,3.8521,0.3711,0.9128,0.0473,0.494,23.2402,-0.2938,2.066,58.9075,55.6757,54.408,59.416,42.4054
515,2021,0.3859,2.1126,1.6154,-0.0225,-0.0379,0.3728,3.4056,0.3103,0.7584,0.2805,0.3487,22.7444,0.2045,3.2365,54.2542,67.7371,42.3887,,47.2162
515,2022,0.1295,1.6902,1.2717,0.0434,0.075,0.2817,11.7049,0.6416,0.4109,0.1579,0.3317,23.3688,-0.0829,6.9859,49.9476,40.3978,55.1152,52.5398,21.3134
515,2023,0.5758,3.0558,2.5471,0.1442,0.3644,0.3181,7.5784,0.7955,1.1732,0.2657,0.3695,23.5459,0.1776,2.2584,60.7277,67.4543,67.2505,57.349,32.4021
516,2020,0.5059,1.8305,1.3019,0.0641,0.1106,0.2227,2.6874,0.5366,0.5246,0.2889,0.446,21.7076,0.0912,3.5498,35.035,33.2026,41.3236,40.5537,45.3707
516,2021,0.4249,1.3343,0.9956,0.0983,0.1873,0.3689,2.2518,0.4559,0.5368,0.0338,0.4009,23.2895,-0.4115,2.7517,51.0611,65.8673,51.2785,41.1705,31.6678
516,2022,0.3787,2.0833,1.6884,0.0418,0.0474,0.319,2.6257,0.2535,1.0034,0.0989,0.4919,21.9834,0.0895,2.7512,56.6483,46.0834,66.2251,59.3073,36.9965
516,2023,0.3319,2.0881,1.6269,-0.0282,-0.0412,0.2975,3.1889,0.5767,0.4776,0.2277,0.3603,22.233,0.1719,2.5028,,67.322,47.6029,59.4861,51.4442
517,2020,0.6695,2.0967,1.6375,0.028,0.0978,0.2018,8.3202,0.4166,0.6903,-0.334,0.4025,22.8595,0.2526,1.7706,43.9704,42.6503,36.8236,48.8378,56.829
517,2021,0.4145,2.4246,1.724,0.078,0.1166,0.3603,3.1141,0.4263,0.5867,0.0969,0.4204,23.5608,0.1357,3.2142,60.7174,49.0576,70.65,,28.0444
517,2022,0.1912,2.1896,1.551,0.0686,0.1005,0.2181,8.2917,1.0477,0.7947,0.0669,0.3606,21.408,-0.4004,2.3529,54.7313,60.811,54.5856,42.4101,20.8676
517,2023,0.4574,1.2784,0.9519,0.0623,0.1047,0.2501,5.538,0.267,0.2495,0.1767,0.4578,23.8583,0.4162,1.7291,67.2193,68.8048,61.1594,67.7102,27.0286
518,2020,0.6485,1.5381,1.1692,0.0083,0.0119,0.1224,2.8251,0.2816,0.5152,-0.0989,0.4666,21.1946,0.0972,4.5136,50.5499,,60.4957,48.8086,66.8373
518,2021,0.5234,0.7894,0.5635,0.0466,0.112,0.2217,4.362,0.602,0.3099,0.2329,0.5274,22.5024,-0.3216,2.8562,61.7046,60.266,57.8389,61.3101,46.7784
518,2022,0.3617,2.2478,1.3614,0.0155,0.0076,0.3517,4.785,0.4704,0.5258,-0.0769,0.4596,21.5883,-0.1854,2.4253,,37.1278,26.1913,29.9167,46.0385
518,2023,0.3366,1.5657,0.9778,0.0465,0.0524,0.2875,1.3889,0.446,0.5312,-0.0155,0.463,22.1776,0.0872,5.3123,52.279,53.2537,53.7839,47.6633,40.2196
519,2020,0.2852,2.4792,1.7303,0.0736,0.1238,0.2782,2.7978,0.6121,0.5215,-0.0017,0.3315,24.8654,0.2806,1.0854,56.4393,57.3075,,,28.5377
519,2021,0.5852,1.6883,1.0319,0.0652,0.1595,0.342,5.3869,0.608,0.5897,0.3535,0.3174,23.4258,0.0115,5.1367,75.8338,72.8411,70.4569,75.8691,34.7739
519,2022,0.3911,1.9216,1.301,0.0433,0.0421,0.3306,6.8658,0.3718,0.6856,-0.2541,0.4767,24.3996,0.3225,1.7505,79.0273,77.4547,75.5968,79.3622,34.8522
519,2023,0.1713,2.1163,1.2574,0.0624,0.0924,0.3363,13.7698,0.4331,0.4865,0.452,0.4205,23.6394,-0.3176,3.0215,66.3087,,73.116,65.6601,22.1283
520,2020,0.374,2.8072,1.6671,0.1642,0.2541,0.4009,10.8958,0.5598,0.493,0.4501,0.2332,25.1409,-0.0427,2.0258,70.7074,75.3537,76.3941,63.3926,7.0655
520,2021,0.3614,2.1922,1.7603,0.1318,0.1784,0.2755,24.8532,0.5867,0.7607,0.0674,0.3454,24.5157,-0.3236,1.7134,81.382,70.0236,74.3965,80.0462,15.9087
520,2022,0.3258,2.5855,1.8426,0.1085,0.1108,0.3444,4.1556,0.6658,0.893,0.3197,0.1753,24.3849,-0.0866,5.2433,56.3576,51.1978,57.1752,68.0222,17.3455
520,2023,0.2114,2.3777,1.8645,0.0744,0.1124,0.2103,6.4239,0.4346,0.5502,0.1917,0.2858,23.8932,0.5682,6.8765,63.5695,66.2705,69.3877,59.9953,20.8748
521,2020,0.3477,1.6501,0.9133,-0.0161,-0.0419,0.3018,2.2624,0.6305,0.5266,0.3475,0.5269,21.0524,0.5164,2.4336,40.2375,38.9106,49.1773,37.7362,55.1255
521,2021,0.6535,1.2591,0.8004,0.0468,0.1102,0.1289,1.3382,0.8026,0.4138,0.1993,0.4618,20.8488,0.0257,3.2147,20.9504,28.0866,26.0019,16.1068,67.4252
521,2022,0.5225,1.5731,0.8736,0.052,0.1217,0.3524,5.2589,0.5592,0.5094,0.4412,0.463,21.8412,-0.1633,2.7969,31.162,26.3328,34.2181,,48.9592
521,2023,0.5829,0.9177,0.5057,0.0138,0.0492,0.02,0.3866,0.5267,0.1794,-0.26,0.2375,21.0284,-0.0996,6.4576,59.9308,62.7259,55.4601,61.5886,55.3898
522,2020,0.5618,1.5473,0.8659,-0.0061,-0.0297,0.364,1.3926,0.4995,0.3478,0.0478,0.4553,21.6015,0.0617,0.945,38.5446,32.0326,48.053,34.1836,59.3881
522,2021,0.5433,1.3259,0.9367,-0.0243,-0.0349,0.0902,4.7887,0.4287,0.3129,-0.2726,0.4893,22.6139,-0.4084,3.2824,36.3725,27.5496,50.0489,42.5766,57.7102
522,2022,0.474,1.5644,0.903,0.0286,0.0954,0.1013,1.4997,0.3771,0.3123,-0.0841,0.528,20.1632,-0.2063,1.8897,,24.3199,33.8343,21.0311,65.2131
522,2023,0.4808,1.4686,1.1595,0.0518,0.1267,0.2589,4.3229,0.4871,0.3488,0.437,0.545,20.8573,0.332,0.837,32.9614,32.7792,42.9146,29.2065,49.962
523,2020,0.4981,2.4934,1.7575,0.0763,0.1758,0.4218,32.4444,0.6573,0.5164,0.2504,0.3171,23.245,-0.0737,2.2699,66.6984,69.0357,,74.97,33.2655
523,2021,0.5881,1.6986,1.0592,0.045,0.1156,0.2926,5.6387,0.3846,0.5135,0.2954,0.3686,24.9634,-0.0762,6.8485,62.3956,58.0723,61.3077,61.9613,36.118
523,2022,0.234,2.0289,1.6264,0.1108,0.1358,0.4079,11.9094,0.5325,0.4959,0.2201,0.2658,23.7909,0.1295,1.9581,43.9697,34.1123,55.7084,48.1368,21.1377
523,2023,0.3614,2.385,1.6764,0.0565,0.0874,0.2596,26.1689,0.5084,0.4974,0.2124,0.3523,24.0126,0.2029,4.0365,64.2392,62.8311,72.8556,66.0898,23.4103
524,2020,0.5717,1.3933,0.913,0.0921,0.2238,0.2335,4.2042,1.1175,0.3991,-0.0245,0.3296,21.1965,-0.1231,4.9497,59.6295,49.6114,69.3073,56.323,43.672
524,2021,0.7127,1.9779,1.4249,0.0327,0.0887,0.2378,3.0668,0.7328,0.7073,-0.0626,0.2872,22.1679,0.0452,2.7011,,39.2591,36.8615,37.5596,63.2641
524,2022,0.668,1.634,1.2284,0.0403,0.1058,0.243,7.0687,0.7281,0.6416,-0.0074,0.3218,23.1586,0.2203,2.887,50.1052,49.5368,46.8375,52.1164,45.6609
524,2023,0.3409,1.41,1.0119,0.0492,0.0461,0.1107,7.8304,0.793,0.4585,-0.4067,0.5359,22.4023,0.548,1.1524,67.4631,66.8113,70.6365,70.7712,41.4707
525,2020,0.5226,1.9444,1.6135,0.08,0.1722,0.3554,7.7906,0.4412,0.5172,0.1429,0.3207,25.0682,0.1426,1.9001,52.524,50.2771,49.8703,58.632,23.5034
525,2021,0.3708,1.9296,1.2662,0.1222,0.1959,0.342,5.6601,0.9519,0.5706,0.1955,0.3652,25.9417,0.1555,4.2781,70.7562,69.5483,74.5475,72.4576,14.7454
525,2022,0.4945,2.6323,1.7715,0.1172,0.2188,0.4531,22.0064,0.5849,0.8309,0.0446,0.3028,23.4163,0.5536,2.802,,98.0,,94.321,23.4091
525,2023,0.4838,2.4125,1.9484,0.112,0.2334,0.2215,5.5303,0.5391,0.6631,0.1137,0.2195,22.9421,0.0043,3.2663,65.3757,69.8124,69.2628,53.5162,39.9208
526,2020,0.2968,1.9038,1.4112,0.045,0.0431,0.2132,6.8452,0.3376,0.4242,0.1652,0.5042,21.5939,-0.2959,2.9054,43.5435,,32.0848,52.3232,36.8783
526,2021,0.5681,1.5415,1.2947,0.008,0.0048,0.3495,2.9143,0.4674,0.7431,0.2005,0.285,22.9312,0.0505,8.1336,50.3395,45.011,42.5005,62.4072,49.2429
526,2022,0.5923,1.5366,1.2103,0.039,0.1112,0.2968,9.9764,0.2708,0.3432,-0.1452,0.3852,23.1228,0.3037,2.1918,59.2906,,55.4348,60.8283,50.2501
526,2023,0.4526,2.1151,1.4887,0.0296,0.0727,0.3251,2.1111,0.4969,0.5166,-0.0674,0.42,22.2962,0.1333,6.066,50.0645,54.2276,46.823,44.8806,40.9448
527,2020,0.3269,2.6112,1.9333,0.1345,0.184,0.3967,4.7047,0.4358,0.64,0.2914,0.3625,24.1994,0.1472,2.9059,55.3976,44.4627,56.1023,63.624,7.0562
527,2021,0.1616,2.8468,1.9125,0.1171,0.1443,0.3913,12.3516,0.468,1.0752,0.2561,0.2918,23.3892,-0.1999,6.3414,62.8835,60.8132,68.1485,70.9449,20.7204
527,2022,0.4444,2.2026,1.2958,0.0895,0.1455,0.5227,4.0934,0.3153,0.5516,0.4007,0.1942,24.9447,0.1614,1.4733,75.003,76.6153,79.7753,79.4801,26.2326
527,2023,0.4413,1.7367,1.1673,0.0351,0.0589,0.3181,5.303,0.7272,0.6827,0.3444,0.3261,22.8523,0.406,2.9812,54.7358,55.8794,56.3317,54.1193,35.7984
528,2020,0.3168,2.2925,1.4545,0.0979,0.1462,0.2001,10.3826,0.6956,0.7852,0.5258,0.349,22.5363,-0.2408,2.2326,68.5005,68.4091,64.1294,66.7919,25.0435
528,2021,0.4018,2.5076,1.8893,0.052,0.0982,0.3424,1.3203,1.0789,0.9715,0.0322,0.3533,23.0943,-0.0034,2.9146,71.5227,76.727,67.5866,63.0257,41.0252
528,2022,0.4631,2.2616,1.6979,0.0446,0.0894,0.2348,4.9502,1.0667,0.5295,0.37,0.4918,22.4775,-0.0376,5.0088,,50.2699,52.5381,62.0658,41.3902
528,2023,0.3568,2.6476,2.2007,0.1018,0.1637,0.2873,9.0139,0.5842,0.8154,-0.0684,0.3057,22.6898,-0.097,3.2851,49.8351,51.2721,55.4509,,27.6891
529,2020,0.4362,1.9521,1.1202,0.0368,0.0437,0.3251,4.0648,0.8264,0.6017,0.5227,0.4323,22.7678,0.1308,5.0038,39.6273,40.8769,29.9003,38.3441,50.9998
529,2021,0.2275,1.6538,1.1416,0.0329,0.0504,0.2019,2.0174,0.6093,0.6784,0.1577,0.4369,23.0441,0.1541,1.9443,48.8224,54.2676,52.7068,44.1764,26.4073
529,2022,0.6125,1.3173,0.8821,0.0446,0.126,0.2449,3.4915,0.4626,0.4915,0.1884,0.486,24.0546,0.1755,1.8014,40.6969,36.3887,44.1634,43.9826,53.7425
529,2023,0.4354,2.4529,1.7373,0.0139,0.0383,0.3368,2.5501,0.491,1.011,0.2721,0.3954,23.2747,-0.1719,2.7403,35.3758,31.0498,33.2159,49.6728,37.9773
530,2020,0.2111,1.8216,1.0672,0.1024,0.1155,0.3106,8.5087,0.7086,0.5066,-0.084,0.4033,24.9018,-0.2336,2.6663,74.9626,70.7607,78.4199,78.1744,25.5028
530,2021,0.0334,3.3858,2.3613,0.0705,0.0913,0.4483,6.9631,2.8156,0.9894,-0.0328,0.3256,24.1147,0.2447,2.4771,,88.2459,87.1205,83.3652,16.7402
530,2022,0.4712,2.0225,1.511,0.0842,0.1328,0.2851,6.8916,0.8752,0.65,0.1946,0.3609,23.9979,0.0736,1.6832,53.584,46.303,46.0122,,29.7512
530,2023,0.4482,2.9432,1.8958,0.061,0.102,0.2529,9.0173,0.6057,0.7782,0.2042,0.2378,24.386,0.6087,4.9497,61.581,60.3037,69.2533,48.6193,21.2578
531,2020,0.4959,1.6239,1.21,0.0181,0.0304,0.4361,8.1087,0.666,0.3681,0.4394,0.2244,22.297,0.4964,2.2673,50.9116,52.3083,54.4856,,38.951
531,2021,0.5608,1.9637,1.2365,0.0206,0.0216,0.1435,4.5235,0.6636,0.4415,-0.0896,0.4489,21.3896,0.5497,5.5458,43.8581,37.4648,,47.7737,55.4236
531,2022,0.6148,2.2916,1.5142,0.026,0.0616,0.2335,5.2863,0.5293,0.4265,0.3131,0.4986,21.2672,-0.2556,2.7357,25.5516,30.6387,34.4389,16.2993,65.9613
531,2023,0.4937,1.5231,1.2523,0.0311,0.0659,0.4312,8.1121,0.7427,0.3519,0.0168,0.4734,22.095,0.1677,3.7592,46.315,43.8761,55.3908,55.4696,42.1241
532,2020,0.484,1.2855,0.7167,0.0129,-0.0114,0.2216,1.4765,0.5157,0.2574,-0.0262,0.4338,20.8632,0.1784,3.5925,27.5856,27.5153,34.9605,25.6916,52.9017
532,2021,0.4589,1.1957,0.7555,0.084,0.1474,0.3486,2.5568,0.3662,0.365,-0.0021,0.5918,22.5278,0.1554,1.8001,19.3434,26.4239,6.8846,18.6677,46.0859
532,2022,0.5775,0.8825,0.7331,0.004,-0.0256,0.2781,1.5508,0.6654,0.3408,-0.0356,0.4438,21.5501,-0.1356,3.2661,29.2041,28.0743,,21.1109,58.9887
532,2023,0.6911,1.0811,0.6423,0.0334,0.1489,0.2298,0.9182,0.702,0.2863,0.118,0.5033,22.5074,0.2904,7.129,43.4929,39.8507,38.1473,53.9574,60.4406
533,2020,0.4304,1.6327,1.0927,0.0697,0.1266,0.2734,4.7844,0.5177,0.5596,0.0141,0.4624,22.8249,0.0584,3.0827,44.2113,51.0993,50.135,28.0202,35.3363
533,2021,0.6916,0.7616,0.5226,0.0183,0.0618,0.0479,1.2902,0.6212,0.208,-0.2153,0.5989,21.6544,0.0158,4.2658,32.9244,34.8276,29.4033,36.7298,73.7373
